n_llama,n_yolos,n_bart,llama_avg_ms,yolos_avg_ms,bart_avg_ms,Llama contention ,Yolos contention,Bart contention
8,9,7,81.47655992,67.3416179,75.03419135,76.45255992,62.2916179,74.16419135
8,9,8,81.94986806,67.67081168,75.44231915,76.92586806,62.62081168,74.57231915
8,9,9,82.23989075,67.98571997,75.71806536,77.21589075,62.93571997,74.84806536
1,1,9,13.17949329,11.45413234,12.08440294,8.155493287,6.404132339,11.21440294
1,2,9,18.58958224,16.40509233,17.7469008,13.56558224,11.35509233,16.8769008
1,3,9,24.25982103,21.72441178,23.24449268,19.23582103,16.67441178,22.37449268
1,4,9,29.75959244,26.9911305,28.50803472,24.73559244,21.9411305,27.63803472
1,5,9,35.42078167,32.34121642,31.34409536,30.39678167,27.29121642,30.47409536
1,6,9,41.11976656,37.74496306,35.43328592,36.09576656,32.69496306,34.56328592
1,7,9,46.49024581,42.10728721,44.77140752,41.46624581,37.05728721,43.90140752
1,8,9,52.47107252,48.23083095,41.95685917,47.44707252,43.18083095,41.08685917
2,1,9,16.50027341,13.38175631,14.98266037,11.47627341,8.331756307,14.11266037
2,2,9,22.13449499,18.73875407,20.42633367,17.11049499,13.68875407,19.55633367
2,3,9,27.5602216,23.70132796,25.96393811,22.5362216,18.65132796,25.09393811
2,4,9,33.14620837,29.12167524,31.48345384,28.12220837,24.07167524,30.61345384
2,5,9,38.83889172,34.6500001,36.86493678,33.81489172,29.6000001,35.99493678
2,6,9,44.40349703,39.8830663,42.44335953,39.37949703,34.8330663,41.57335953
2,7,9,49.80840319,44.61017051,48.17776327,44.78440319,39.56017051,47.30776327
2,8,9,55.60853663,50.24976254,53.61561854,50.58453663,45.19976254,52.74561854
3,1,9,20.28791204,15.90819149,17.76942729,15.26391204,10.85819149,16.89942729
3,2,9,25.6830387,20.76222318,23.3274076,20.6590387,15.71222318,22.4574076
3,3,9,31.22502079,26.0090779,28.72952719,26.20102079,20.9590779,27.85952719
3,4,9,36.73058203,31.21908775,34.20594102,31.70658203,26.16908775,33.33594102
3,5,9,42.18469408,36.44153689,39.69582902,37.16069408,31.39153689,38.82582902
3,6,9,47.77475447,41.83691427,45.310645,42.75075447,36.78691427,44.440645
3,7,9,53.33391295,47.16001823,50.88244968,48.30991295,42.11001823,50.01244968
3,8,9,58.61334538,52.10096515,56.3691234,53.58934538,47.05096515,55.4991234
4,1,9,23.7026878,17.69533726,20.72349571,18.6786878,12.64533726,19.85349571
4,2,9,29.31968002,23.00539143,26.04141618,24.29568002,17.95539143,25.17141618
4,3,9,34.81860684,28.0662835,31.5056298,29.79460684,23.0162835,30.6356298
4,4,9,40.31357055,33.04783692,37.01138083,35.28957055,27.99783692,36.14138083
4,5,9,45.87906737,38.65731858,42.58725907,40.85506737,33.60731858,41.71725907
4,6,9,51.35875336,43.55734529,48.08880321,46.33475336,38.50734529,47.21880321
4,7,9,56.8593966,48.938338,53.73531377,51.8353966,43.888338,52.86531377
4,8,9,62.3787566,54.3265481,59.32611164,57.3547566,49.2765481,58.45611164
5,1,9,27.59659746,20.21813394,23.46717947,22.57259746,15.16813394,22.59717947
5,2,9,33.00495541,25.2076178,28.85849039,27.98095541,20.1576178,27.98849039
5,3,9,38.30054642,29.98550601,34.2430642,33.27654642,24.93550601,33.3730642
5,4,9,43.86058851,35.44306583,39.7754746,38.83658851,30.39306583,38.9054746
5,5,9,49.33368551,40.33447328,45.29509664,44.30968551,35.28447328,44.42509664
5,6,9,54.72595617,45.61864797,50.84972868,49.70195617,40.56864797,49.97972868
5,7,9,60.35626652,51.00978627,56.47215363,55.33226652,45.95978627,55.60215363
5,8,9,65.78985391,56.32903167,61.99003211,60.76585391,51.27903167,61.12003211
6,1,9,31.21328764,22.18828765,26.31516309,26.18928764,17.13828765,25.44516309
6,2,9,36.60565876,27.16447713,31.6930788,31.58165876,22.11447713,30.8230788
6,3,9,42.01817036,32.16602428,37.11319093,36.99417036,27.11602428,36.24319093
6,4,9,47.55557126,37.56600243,42.60853025,42.53157126,32.51600243,41.73853025
6,5,9,52.92577739,42.47281607,48.13791167,47.90177739,37.42281607,47.26791167
6,6,9,58.43723483,47.7458813,53.66973837,53.41323483,42.6958813,52.79973837
6,7,9,63.98104253,53.0728014,59.24568785,58.95704253,48.0228014,58.37568785
6,8,9,69.55498175,58.44038817,64.84431522,64.53098175,53.39038817,63.97431522
7,1,9,34.74145629,24.0736267,29.08871398,29.71745629,19.0236267,28.21871398
7,2,9,40.1026308,29.04681394,34.45527882,35.0786308,23.99681394,33.58527882
7,3,9,45.58068355,34.24131353,39.90170921,40.55668355,29.19131353,39.03170921
7,4,9,50.90400158,39.18196257,45.38828329,45.88000158,34.13196257,44.51828329
7,5,9,56.40798864,44.44531114,50.85332693,51.38398864,39.39531114,49.98332693
7,6,9,61.90501565,49.75294974,56.40725008,56.88101565,44.70294974,55.53725008
7,7,9,67.45074132,55.08698523,61.95126437,62.42674132,50.03698523,61.08126437
7,8,9,72.965249,60.46762521,67.54319111,67.941249,55.41762521,66.67319111
8,1,9,38.538071,26.30995835,31.97736007,33.514071,21.25995835,31.10736007
8,2,9,43.91969217,31.3430057,37.31684487,38.89569217,26.2930057,36.44684487
8,3,9,49.20377181,36.19697968,42.80758263,44.17977181,31.14697968,41.93758263
8,4,9,54.64432492,41.35906311,48.19852338,49.62032492,36.30906311,47.32852338
8,5,9,60.15914574,46.60553791,53.74358957,55.13514574,41.55553791,52.87358957
8,6,9,65.67996705,51.90478251,59.25418986,60.65596705,46.85478251,58.38418986
8,7,9,71.20821639,57.24070129,64.82148035,66.18421639,52.19070129,63.95148035
8,8,9,76.81353431,62.61779159,70.27847444,71.78953431,57.56779159,69.40847444
10,1,1,42.044193,28.22157343,33.55130828,37.020193,23.17157343,32.68130828
10,1,2,42.65471977,28.39423725,33.79773334,37.63071977,23.34423725,32.92773334
10,1,3,43.06902418,28.83142889,34.70886064,38.04502418,23.78142889,33.83886064
10,1,4,43.64331348,29.04395703,35.1770753,38.61931348,23.99395703,34.3070753
10,1,5,44.0524923,29.18535077,35.73435402,39.0284923,24.13535077,34.86435402
10,1,6,44.40674055,29.2894945,36.28407052,39.38274055,24.2394945,35.41407052
10,1,7,44.9986825,29.81732721,36.69471507,39.9746825,24.76732721,35.82471507
10,1,8,45.38151677,29.97622673,37.2094062,40.35751677,24.92622673,36.3394062
10,2,1,47.29953975,32.59244719,38.7165523,42.27553975,27.54244719,37.8465523
10,2,2,47.99514396,33.18787389,39.48519794,42.97114396,28.13787389,38.61519794
10,2,3,48.4488281,33.43246715,40.11427498,43.4248281,28.38246715,39.24427498
10,2,4,48.82139963,33.62942793,40.69416933,43.79739963,28.57942793,39.82416933
10,2,5,49.21651212,33.84505881,41.29261278,44.19251212,28.79505881,40.42261278
10,2,6,49.78970518,34.31988482,41.6010852,44.76570518,29.26988482,40.7310852
10,2,7,50.13676041,34.46815866,42.10834109,45.11276041,29.41815866,41.23834109
10,2,8,50.56749524,34.72235364,42.65622185,45.54349524,29.67235364,41.78622185
10,3,1,52.68139703,37.65326247,44.4103514,47.65739703,32.60326247,43.5403514
10,3,2,53.39577469,38.22289232,45.02435063,48.37177469,33.17289232,44.15435063
10,3,3,53.8460311,38.52625954,45.57376509,48.8220311,33.47625954,44.70376509
10,3,4,54.22190894,38.7496005,46.1093133,49.19790894,33.6996005,45.2393133
10,3,5,54.78359527,39.25197928,46.52831073,49.75959527,34.20197928,45.65831073
10,3,6,55.20847096,39.4618845,47.04085092,50.18447096,34.4118845,46.17085092
10,3,7,55.65549588,39.72845561,47.53606829,50.63149588,34.67845561,46.66606829
10,4,1,57.98785445,42.61054816,49.80570606,52.96385445,37.56054816,48.93570606
10,4,2,58.69920193,43.13151238,50.69101719,53.67520193,38.08151238,49.82101719
10,4,3,59.1122008,43.4354812,51.33841064,54.0882008,38.3854812,50.46841064
10,4,4,59.69587537,43.86551082,51.56043404,54.67187537,38.81551082,50.69043404
10,4,5,60.09494465,44.14047652,52.13088857,55.07094465,39.09047652,51.26088857
10,4,6,60.52558166,44.42305805,52.65564825,55.50158166,39.37305805,51.78564825
10,5,1,63.35777441,47.73306824,55.18649306,58.33377441,42.68306824,54.31649306
10,5,2,64.09541384,48.34317841,56.13840341,59.07141384,43.29317841,55.26840341
10,5,3,64.7536342,48.82392249,56.48839041,59.7296342,43.77392249,55.61839041
10,5,4,65.15531816,49.17495447,57.06362286,60.13131816,44.12495447,56.19362286
10,5,5,65.58622432,49.41781175,57.57936647,60.56222432,44.36781175,56.70936647
