timestamp_ns,timestamp,datetime,bandwidth_mbps,rtt_ms
1775939614124151000,1775939614.124151,15:33:34.124,241.0,13.6309
1775939615136160000,1775939615.13616,15:33:35.136,262.0,27.4684
1775939616155739500,1775939616.1557395,15:33:36.155,231.0,46.9817
1775939617148579400,1775939617.1485794,15:33:37.148,157.0,39.871
1775939618129307000,1775939618.129307,15:33:38.129,252.0,18.6075
1775939619147624700,1775939619.1476247,15:33:39.147,294.0,36.8835
1775939620189140000,1775939620.18914,15:33:40.189,294.0,80.5263
1775939621158047400,1775939621.1580474,15:33:41.158,147.0,49.4502
1775939622155495400,1775939622.1554954,15:33:42.155,126.0,46.8086
1775939623139959300,1775939623.1399593,15:33:43.139,136.0,31.3242
1775939624150113600,1775939624.1501136,15:33:44.150,126.0,41.4993
1775939625139690000,1775939625.13969,15:33:45.139,136.0,31.0813
1775939626137570900,1775939626.1375709,15:33:46.137,168.0,28.9575
1775939627140466500,1775939627.1404665,15:33:47.140,178.0,31.8533
1775939628139829200,1775939628.1398292,15:33:48.139,178.0,31.2228
1775939629138238200,1775939629.1382382,15:33:49.138,157.0,29.6284
1775939630147650700,1775939630.1476507,15:33:50.147,168.0,39.0253
1775939631158650200,1775939631.1586502,15:33:51.158,168.0,49.9216
1775939632134550800,1775939632.1345508,15:33:52.134,157.0,24.2108
1775939633139886000,1775939633.139886,15:33:53.139,178.0,31.2837
1775939634147600700,1775939634.1476007,15:33:54.147,136.0,38.7263
1775939635138213400,1775939635.1382134,15:33:55.138,115.0,29.5584
1775939636145893800,1775939636.1458938,15:33:56.145,105.0,37.2174
1775939637152167000,1775939637.152167,15:33:57.152,136.0,43.4099
1775939638144607300,1775939638.1446073,15:33:58.144,126.0,35.331
1775939639142747000,1775939639.142747,15:33:59.142,147.0,34.124
1775939640158262500,1775939640.1582625,15:34:00.158,105.0,49.6082
1775939641160475300,1775939641.1604753,15:34:01.160,94.4,51.7752
1775939642139508700,1775939642.1395087,15:34:02.139,126.0,30.8908
1775939643130901800,1775939643.1309018,15:34:03.130,168.0,22.2931
1775939644132730000,1775939644.13273,15:34:04.132,199.0,24.1231
1775939645134584700,1775939645.1345847,15:34:05.134,210.0,25.9284
1775939646128446800,1775939646.1284468,15:34:06.128,241.0,18.111
1775939647129650800,1775939647.1296508,15:34:07.129,262.0,20.9875
1775939648130208300,1775939648.1302083,15:34:08.130,220.0,21.5021
1775939649127514600,1775939649.1275146,15:34:09.127,294.0,18.8712
1775939650119290600,1775939650.1192906,15:34:10.119,304.0,10.6188
1775939651120255200,1775939651.1202552,15:34:11.120,283.0,11.5949
1775939652138718000,1775939652.138718,15:34:12.138,273.0,30.0588
1775939653146565700,1775939653.1465657,15:34:13.146,336.0,37.9132
1775939654130738300,1775939654.1307383,15:34:14.130,294.0,22.0822
1775939655131895000,1775939655.131895,15:34:15.131,220.0,23.2201
1775939656133554200,1775939656.1335542,15:34:16.133,231.0,24.917
1775939657138798000,1775939657.138798,15:34:17.138,220.0,29.8341
1775939658134405000,1775939658.134405,15:34:18.134,315.0,25.745
1775939659125329300,1775939659.1253293,15:34:19.125,294.0,16.6385
1775939660129529200,1775939660.1295292,15:34:20.129,304.0,20.8593
1775939661194955300,1775939661.1949553,15:34:21.194,304.0,86.3142
1775939662145881400,1775939662.1458814,15:34:22.145,136.0,36.9954
1775939663151061500,1775939663.1510615,15:34:23.151,178.0,42.3191
1775939664134946600,1775939664.1349466,15:34:24.134,147.0,25.4166
1775939665136037000,1775939665.136037,15:34:25.136,168.0,27.4034
1775939666137005800,1775939666.1370058,15:34:26.137,199.0,28.3893
1775939667192277200,1775939667.1922772,15:34:27.192,105.0,83.6458
1775939668161871000,1775939668.161871,15:34:28.161,136.0,53.244
1775939669146883700,1775939669.1468837,15:34:29.146,157.0,38.2355
1775939670150256200,1775939670.1502562,15:34:30.150,115.0,39.9233
1775939671154553200,1775939671.1545532,15:34:31.154,179.0,45.9101
1775939672142980800,1775939672.1429808,15:34:32.142,157.0,34.3739
1775939673138282000,1775939673.138282,15:34:33.138,136.0,29.6709
1775939674155800600,1775939674.1558006,15:34:34.155,157.0,47.1158
1775939675146522500,1775939675.1465225,15:34:35.146,147.0,36.8405
1775939676155894800,1775939676.1558948,15:34:36.155,126.0,47.2784
1775939677136135000,1775939677.136135,15:34:37.136,147.0,27.4794
1775939678134656700,1775939678.1346567,15:34:38.134,157.0,25.9424
1775939679158341000,1775939679.158341,15:34:39.158,147.0,49.4109
1775939680142428400,1775939680.1424284,15:34:40.142,136.0,33.1307
1775939681141212000,1775939681.141212,15:34:41.141,178.0,32.6144
1775939682138058000,1775939682.138058,15:34:42.138,147.0,29.4287
1775939683143818400,1775939683.1438184,15:34:43.143,157.0,35.1902
1775939684131459200,1775939684.1314592,15:34:44.131,147.0,22.8377
1775939685146579500,1775939685.1465795,15:34:45.146,168.0,37.8047
1775939686143060400,1775939686.1430604,15:34:46.143,147.0,34.3976
1775939687149396400,1775939687.1493964,15:34:47.149,168.0,40.7079
1775939688130059200,1775939688.1300592,15:34:48.130,168.0,21.4499
